,address,floor_area_sqm,asking_price,lat,lon,postal,full_address,town,lease_commence_date,remaining_lease,flat_type,storey_midpoint,storey_imputed,mall_1_name,mall_1_dist_m,mall_2_name,mall_2_dist_m,mall_3_name,mall_3_dist_m,school_1_name,school_1_dist_m,school_2_name,school_2_dist_m,school_3_name,school_3_dist_m,hawker_1_name,hawker_1_dist_m,hawker_2_name,hawker_2_dist_m,hawker_3_name,hawker_3_dist_m,polyclinic_1_name,polyclinic_1_dist_m,polyclinic_2_name,polyclinic_2_dist_m,polyclinic_3_name,polyclinic_3_dist_m,supermarket_1_name,supermarket_1_dist_m,supermarket_2_name,supermarket_2_dist_m,supermarket_3_name,supermarket_3_dist_m,train_1_name,train_1_dist_m,train_2_name,train_2_dist_m,train_3_name,train_3_dist_m,bus_1_name,bus_1_dist_m,bus_2_name,bus_2_dist_m,bus_3_name,bus_3_dist_m,num_mrt_within_1km,flag_mrt_within_500m,num_primary_schools_within_1km,num_hawkers_within_500m,num_bus_within_400m,dist_cbd,month_index,median_6m_similar,predicted_price,valuation_pct
1028,421 Woodlands Street 41,122,660000.0,1.42777430170853,103.774621743717,730421,421 WOODLANDS STREET 41 SINGAPORE 730421,WOODLANDS,1994,67,4 ROOM,8.0,True,Causeway Point,1564,YewTee Point,4632,Greenridge Shopping Centre,4803,WOODLANDS RING SECONDARY SCHOOL,467,FUCHUN PRIMARY SCHOOL,498,MARSILING PRIMARY SCHOOL,683,Marsiling Mall Hawker Centre,868,Marsiling Lane Blk 20/21,1759,Kampung Admiralty Hawker Centre,3192,Woodlands Polyclinic,353,Bukit Panjang Polyclinic,5442,Choa Chu Kang Polyclinic,5705,SHENG SIONG SUPERMARKET PTE LTD,433,NTUC FAIRPRICE CO-OPERATIVE LTD,543,NTUC FAIRPRICE CO-OPERATIVE LTD,741,Marsiling,531,Kranji,1420,Woodlands,1743,46361,97,45599,145,46369,162,1,0,2,0,9,17982.153161766935,110,550000.0,635073.0,3.93
1029,615 Woodlands Avenue 4,121,780000.0,1.43408170813881,103.796662417315,730615,615 WOODLANDS AVENUE 4 SINGAPORE 730615,WOODLANDS,1997,70,4 ROOM,8.0,True,Causeway Point,1208,Sun Plaza,2985,Sembawang Shopping Centre,3249,WOODLANDS RING PRIMARY SCHOOL,120,WOODLANDS PRIMARY SCHOOL,609,WOODGROVE SECONDARY SCHOOL,644,Kampung Admiralty Hawker Centre,775,Marsiling Mall Hawker Centre,1866,Marsiling Lane Blk 20/21,2419,Woodlands Polyclinic,2411,Sembawang Polyclinic,3363,Khatib Polyclinic,4675,SHENG SIONG SUPERMARKET PTE LTD,390,NTUC FAIRPRICE CO-OPERATIVE LTD,422,COLD STORAGE SINGAPORE (1983) PTE LTD,510,Woodlands South,834,Admiralty,869,Woodlands,994,47571,71,47579,118,46681,209,3,0,4,0,17,17679.021031554403,110,550000.0,622069.0,25.39
1030,356B Anchorvale Lane,113,778000.0,1.39390663331416,103.884506817902,542356,356B ANCHORVALE LANE ANCHORVALE PLAINS SINGAPORE 542356,SENGKANG,2021,94,4 ROOM,11.0,True,Anchorvale Village,542,The Seletar Mall,970,Seletar Mall,970,ANCHOR GREEN PRIMARY SCHOOL,492,SPRINGDALE PRIMARY SCHOOL,567,FERN GREEN PRIMARY SCHOOL,596,Anchorvale Village Hawker Centre,542,Fernvale Hawker Centre & Market,865,Buangkok Hawker Centre,1520,Sengkang Polyclinic,1052,Hougang Polyclinic,2715,Punggol Polyclinic,3307,SHENG SIONG SUPERMARKET PTE LTD,534,SHENG SIONG SUPERMARKET PTE LTD,576,U STARS SUPERMARKET PTE. LTD.,620,Tongkang,528,Layar,538,Kupang,600,67549,223,67541,252,67379,306,5,0,4,0,6,12940.541790125846,110,642888.0,789006.0,-1.39
1031,337 Tampines Street 32,149,950000.0,1.35238866039921,103.959877071858,520337,337 TAMPINES STREET 32 SINGAPORE 520337,TAMPINES,1993,66,4 ROOM,8.0,True,Tampines 1,827,Eastpoint Mall,1319,White Sands,1477,EAST SPRING PRIMARY SCHOOL,203,NGEE ANN SECONDARY SCHOOL,418,EAST SPRING SECONDARY SCHOOL,435,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1866,Hawker Centre @ Our Tampines Hub,2166,Pasir Ris Central Hawker Centre,2520,Tampines Polyclinic,1646,Pasir Ris Polyclinic,1827,Tampines North Polyclinic,2193,COLD STORAGE SINGAPORE (1983) PTE LTD,221,YES SUPERMARKET PTE LTD,773,HAO MART PTE. LTD.,864,Tampines East,720,Upper Changi,1197,Simei,1252,76451,47,76449,137,76459,138,1,0,2,0,9,14634.994704915778,110,656500.0,901278.0,5.41
1032,262B Compassvale Street,130,850000.0,1.39510005315112,103.895470505301,542262,262B COMPASSVALE STREET COMPASSVALE NORTH GATE SINGAPORE 542262,SENGKANG,2000,73,4 ROOM,11.0,True,Compass One,342,Anchorvale Village,804,Sengkang Grand Mall,1382,COMPASSVALE PRIMARY SCHOOL,270,COMPASSVALE SECONDARY SCHOOL,500,NAN CHIAU PRIMARY SCHOOL,575,Anchorvale Village Hawker Centre,804,Buangkok Hawker Centre,1382,One Punggol Hawker Centre,1862,Sengkang Polyclinic,311,Punggol Polyclinic,2116,Hougang Polyclinic,2892,PRIME SUPERMARKET LIMITED,69,COLD STORAGE SINGAPORE (1983) PTE LTD,339,U STARS SUPERMARKET PTE. LTD.,663,Cheng Lim,227,Sengkang,388,Compassvale,562,67411,138,67419,190,67431,210,5,1,5,0,14,13497.866749259016,110,642888.0,799248.0,6.35
1033,608 Jurong West Street 65,133,850000.0,1.33797471643971,103.700171739975,640608,608 JURONG WEST STREET 65 SINGAPORE 640608,JURONG WEST,1999,72,4 ROOM,8.0,True,Pioneer Mall,531,Jurong Point,742,Gek Poh Shopping Centre,1228,FRONTIER PRIMARY SCHOOL,181,JURONG WEST PRIMARY SCHOOL,202,JURONG WEST SECONDARY SCHOOL,370,Jurong West Hawker Centre,490,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),1619,Taman Jurong Market and Food Centre,2408,Pioneer Polyclinic,144,Jurong Polyclinic,3638,Bukit Batok Polyclinic,5522,COLD STORAGE SINGAPORE (1983) PTE LTD,533,NTUC FAIRPRICE CO-OPERATIVE LTD,595,CHD @ SOON LEE PTE. LTD.,662,Pioneer,320,Boon Lay,659,Lakeside,2413,22519,25,22511,57,22539,241,2,1,3,1,13,17482.972990522427,110,540000.0,712877.0,19.24
1034,412 Tampines Street 41,123,780000.0,1.35942515409494,103.946270465728,520412,412 TAMPINES STREET 41 SUN PLAZA VIEW SINGAPORE 520412,TAMPINES,1984,57,4 ROOM,8.0,True,Tampines Mall,787,Century Square,831,Our Tampines Hub,925,TAMPINES NORTH PRIMARY SCHOOL,302,GONGSHANG PRIMARY SCHOOL,410,PASIR RIS SECONDARY SCHOOL,651,Hawker Centre @ Our Tampines Hub,956,Tampines North Hawker Centre,1254,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1573,Tampines Polyclinic,240,Tampines North Polyclinic,1713,Pasir Ris Polyclinic,1774,SHENG SIONG SUPERMARKET PTE LTD,394,COLD STORAGE SINGAPORE (1983) PTE LTD,585,NTUC FAIRPRICE CO-OPERATIVE LTD,769,Tampines,692,Tampines East,997,Tampines West,1775,76399,140,76391,170,76191,326,3,0,3,0,6,13832.754708907192,110,656500.0,688729.0,13.25
1035,119 Pasir Ris Street 11,132,780000.0,1.36752490300235,103.954781393933,510119,119 PASIR RIS STREET 11 SINGAPORE 510119,PASIR RIS,1988,61,4 ROOM,5.0,True,White Sands,708,Pasir Ris Mall,970,Downtown East,1292,LOYANG VIEW SECONDARY SCHOOL,262,CASUARINA PRIMARY SCHOOL,603,MERIDIAN SECONDARY SCHOOL,646,Pasir Ris Central Hawker Centre,751,Tampines North Hawker Centre,1892,Hawker Centre @ Our Tampines Hub,2261,Pasir Ris Polyclinic,509,Tampines Polyclinic,1505,Tampines North Polyclinic,2924,COLD STORAGE SINGAPORE (1983) PTE LTD,460,NTUC FAIRPRICE CO-OPERATIVE LTD,785,SHENG SIONG SUPERMARKET PTE LTD,799,Tampines East,1260,Tampines,1910,Simei,2710,77051,180,78179,197,77059,212,0,0,2,0,7,15132.51073143587,110,640000.0,701019.0,11.27
1036,765 Jurong West Street 74,126,695000.0,1.35008225208999,103.69839455351,640765,765 JURONG WEST STREET 74 SINGAPORE 640765,JURONG WEST,1996,69,4 ROOM,8.0,True,Gek Poh Shopping Centre,166,Pioneer Mall,943,Jurong Point,1499,WESTWOOD PRIMARY SCHOOL,350,WESTWOOD SECONDARY SCHOOL,553,WEST GROVE PRIMARY SCHOOL,600,Jurong West Hawker Centre,989,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),1690,Jurong West Street 52 Blk 505,2229,Pioneer Polyclinic,1283,Jurong Polyclinic,3593,Bukit Batok Polyclinic,5499,PRIME SUPERMARKET LIMITED,151,SHENG SIONG SUPERMARKET PTE LTD,577,COLD STORAGE SINGAPORE (1983) PTE LTD,956,Pioneer,1395,Boon Lay,1535,Lakeside,2590,27431,141,27439,157,27389,182,0,0,2,0,11,18174.006380763774,110,540000.0,630893.0,10.16
1037,842H Tampines Street 82,128,930000.0,1.35161667861579,103.937070511177,528842,842H TAMPINES STREET 82 TAMPINES ARCADIA SINGAPORE 528842,TAMPINES,1994,67,4 ROOM,8.0,True,Our Tampines Hub,426,Century Square,754,Tampines Mall,854,ST. HILDA'S PRIMARY SCHOOL,215,ST. HILDA'S SECONDARY SCHOOL,217,JUNYUAN SECONDARY SCHOOL,418,Hawker Centre @ Our Tampines Hub,408,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1090,Tampines North Hawker Centre,1696,Tampines North Polyclinic,924,Tampines Polyclinic,1168,Bedok Polyclinic,2840,NTUC FAIRPRICE CO-OPERATIVE LTD,358,COLD STORAGE SINGAPORE (1983) PTE LTD,358,PRIME SUPERMARKET LIMITED,468,Tampines West,695,Tampines,917,Bedok Reservoir,1753,76049,69,76041,110,76121,206,3,0,4,1,13,12492.860794249795,110,656500.0,825482.0,12.66
1038,234 Pasir Ris Drive 4,138,770000.0,1.37328803650135,103.961830001962,510234,234 PASIR RIS DRIVE 4 SINGAPORE 510234,PASIR RIS,1992,65,4 ROOM,5.0,True,White Sands,858,Downtown East,962,Pasir Ris Mall,1455,PASIR RIS PRIMARY SCHOOL,153,PASIR RIS CREST SECONDARY SCHOOL,239,HAI SING CATHOLIC SCHOOL,452,Pasir Ris Central Hawker Centre,1141,Tampines North Hawker Centre,2768,Hawker Centre @ Our Tampines Hub,3270,Pasir Ris Polyclinic,579,Tampines Polyclinic,2509,Tampines North Polyclinic,3886,RAW MARKET PTE. LTD.,278,COLD STORAGE SINGAPORE (1983) PTE LTD,594,SHENG SIONG SUPERMARKET PTE LTD,765,Tampines East,2062,Tampines,2895,Changi Airport,3388,78221,114,78229,133,78151,160,0,0,3,0,11,16144.548228989863,110,640000.0,777897.0,-1.02
1039,222 Lorong 8 Toa Payoh,82,500000.0,1.34177310664554,103.856039796964,310222,222 LORONG 8 TOA PAYOH SINGAPORE 310222,TOA PAYOH,1975,48,4 ROOM,11.0,True,Junction 8,1262,HDB Hub,1367,NEX,2066,FIRST TOA PAYOH PRIMARY SCHOOL,171,BEATTY SECONDARY SCHOOL,418,PEI CHUN PUBLIC SCHOOL,561,Toa Payoh Lorong 8 Blk 210,248,Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),719,Toa Payoh Lorong 5 Blk 75,726,Toa Payoh Polyclinic,873,Kallang Polyclinic,2502,Ang Mo Kio Polyclinic,3798,LIN POH LING,227,SHENG SIONG SUPERMARKET PTE LTD,308,NTUC FAIRPRICE CO-OPERATIVE LTD,846,Braddell,1037,Bishan,1309,Toa Payoh,1391,52059,147,52529,149,52371,213,0,0,3,1,10,6545.661669220851,110,938000.0,528467.0,-5.39
1040,326 Hougang Avenue 7,104,600000.0,1.36808005503554,103.898545028031,530326,326 HOUGANG AVENUE 7 SINGAPORE 530326,HOUGANG,1982,55,4 ROOM,8.0,True,Hougang Mall,722,Hougang Mall,730,Heartland Mall,1764,HOLY INNOCENTS' HIGH SCHOOL,453,HOLY INNOCENTS' PRIMARY SCHOOL,509,CHIJ OUR LADY OF THE NATIVITY,591,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),1711,Buangkok Hawker Centre,1779,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),1816,Hougang Polyclinic,1080,Sengkang Polyclinic,2795,Punggol Polyclinic,4159,TAN CHUAN BOON,431,NTUC FAIRPRICE CO-OPERATIVE LTD,637,NTUC FAIRPRICE CO-OPERATIVE LTD,718,Hougang,773,Kovan,1737,Buangkok,1752,64301,106,64309,142,64241,263,1,0,2,0,7,10972.64535981505,110,615000.0,593687.0,1.06
1041,117 Pasir Ris Street 11,124,699000.0,1.36789487704032,103.954721651011,510117,117 PASIR RIS STREET 11 SINGAPORE 510117,PASIR RIS,1988,61,4 ROOM,5.0,True,White Sands,727,Pasir Ris Mall,936,Downtown East,1252,LOYANG VIEW SECONDARY SCHOOL,287,CASUARINA PRIMARY SCHOOL,568,MERIDIAN SECONDARY SCHOOL,643,Pasir Ris Central Hawker Centre,712,Tampines North Hawker Centre,1887,Hawker Centre @ Our Tampines Hub,2286,Pasir Ris Polyclinic,506,Tampines Polyclinic,1532,Tampines North Polyclinic,2956,COLD STORAGE SINGAPORE (1983) PTE LTD,453,NTUC FAIRPRICE CO-OPERATIVE LTD,752,SHENG SIONG SUPERMARKET PTE LTD,782,Tampines East,1301,Tampines,1941,Simei,2750,77051,142,77059,173,78179,201,0,0,2,0,9,15152.72987357294,110,640000.0,676021.0,3.4
1042,538 Hougang Street 52,147,1200000.0,1.37782273276389,103.890323214074,530538,538 HOUGANG STREET 52 SINGAPORE 530538,HOUGANG,1990,63,4 ROOM,8.0,True,Sengkang Grand Mall,633,Hougang Mall,696,Hougang Mall,706,MONTFORT SECONDARY SCHOOL,457,MONTFORT JUNIOR SCHOOL,471,PUNGGOL PRIMARY SCHOOL,485,Buangkok Hawker Centre,633,Ci Yuan Hawker Centre,867,Anchorvale Village Hawker Centre,2120,Hougang Polyclinic,892,Sengkang Polyclinic,1711,Punggol Polyclinic,3731,COLD STORAGE SINGAPORE (1983) PTE LTD,319,NTUC FAIRPRICE CO-OPERATIVE LTD,621,COLD STORAGE SINGAPORE (1983) PTE LTD,666,Buangkok,642,Hougang,761,Renjong,988,64439,90,64431,121,64361,166,3,0,6,0,13,11508.828623399937,110,615000.0,908164.0,32.13
1043,538 Hougang Street 52,150,1388888.0,1.37782273276389,103.890323214074,530538,538 HOUGANG STREET 52 SINGAPORE 530538,HOUGANG,1990,63,4 ROOM,8.0,True,Sengkang Grand Mall,633,Hougang Mall,696,Hougang Mall,706,MONTFORT SECONDARY SCHOOL,457,MONTFORT JUNIOR SCHOOL,471,PUNGGOL PRIMARY SCHOOL,485,Buangkok Hawker Centre,633,Ci Yuan Hawker Centre,867,Anchorvale Village Hawker Centre,2120,Hougang Polyclinic,892,Sengkang Polyclinic,1711,Punggol Polyclinic,3731,COLD STORAGE SINGAPORE (1983) PTE LTD,319,NTUC FAIRPRICE CO-OPERATIVE LTD,621,COLD STORAGE SINGAPORE (1983) PTE LTD,666,Buangkok,642,Hougang,761,Renjong,988,64439,90,64431,121,64361,166,3,0,6,0,13,11508.828623399937,110,615000.0,915783.0,51.66
1044,614 Elias Road,129,838000.0,1.37569025647343,103.941594146207,510614,614 ELIAS ROAD SINGAPORE 510614,PASIR RIS,1994,67,4 ROOM,5.0,True,Pasir Ris Mall,822,Downtown East,1586,White Sands,2416,PARK VIEW PRIMARY SCHOOL,371,ELIAS PARK PRIMARY SCHOOL,417,TAMPINES MERIDIAN JUNIOR COLLEGE,517,Tampines North Hawker Centre,1071,Pasir Ris Central Hawker Centre,1136,Hawker Centre @ Our Tampines Hub,2512,Pasir Ris Polyclinic,2100,Tampines Polyclinic,2100,Tampines North Polyclinic,3445,U STARS PTE. LTD.,327,COLD STORAGE SINGAPORE (1983) PTE LTD,517,NTUC FAIRPRICE CO-OPERATIVE LTD,751,Tampines,2521,Tampines East,2608,Tampines West,3374,77189,44,77181,66,77241,149,0,0,3,0,16,14629.806869354135,110,640000.0,738956.0,13.4
1045,457 Choa Chu Kang Avenue 4,142,788888.0,1.37863545271757,103.736186811602,680457,457 CHOA CHU KANG AVENUE 4 SINGAPORE 680457,CHOA CHU KANG,1998,71,4 ROOM,8.0,True,Lot One,1235,Limbang Shopping Centre,1680,Teck Whye Shopping Centre,1818,CONCORD PRIMARY SCHOOL,186,BUKIT PANJANG GOVT. HIGH SCHOOL,468,CHUA CHU KANG PRIMARY SCHOOL,635,Yew Tee Hawker Centre,2329,Bukit Batok West Hawker Centre,2660,Senja Hawker Centre,2927,Choa Chu Kang Polyclinic,1673,Bukit Panjang Polyclinic,3135,Bukit Batok Polyclinic,3230,COLD STORAGE SINGAPORE (1983) PTE LTD,312,ANG KEN CHUA,633,PRIME SUPERMARKET (1996) PTE LTD,921,South View,1029,Choa Chu Kang,1151,Keat Hong,1431,44629,28,44621,108,44071,200,0,0,2,0,11,16296.50045167058,110,560000.0,743066.0,6.17
1046,282 Choa Chu Kang Avenue 3,152,880000.0,1.38025443409642,103.743214351168,680282,282 CHOA CHU KANG AVENUE 3 KEAT HONG TEMBUSU SINGAPORE 680282,CHOA CHU KANG,1991,64,4 ROOM,8.0,True,Lot One,581,Teck Whye Shopping Centre,1031,Limbang Shopping Centre,1314,CHUA CHU KANG PRIMARY SCHOOL,317,SOUTH VIEW PRIMARY SCHOOL,457,BUKIT PANJANG GOVT. HIGH SCHOOL,583,Yew Tee Hawker Centre,1906,Senja Hawker Centre,2131,Bukit Batok West Hawker Centre,2761,Choa Chu Kang Polyclinic,872,Bukit Panjang Polyclinic,2351,Bukit Batok Polyclinic,3182,ANG KEN CHUA,193,PRIME SUPERMARKET (1996) PTE LTD,339,COLD STORAGE SINGAPORE (1983) PTE LTD,535,South View,231,Choa Chu Kang,522,Keat Hong,675,44521,97,44451,134,44459,145,4,1,3,0,13,15832.209394598362,110,560000.0,812574.0,8.3
1047,512 Choa Chu Kang Street 51,134,690000.0,1.38957559400369,103.741058409113,680512,512 CHOA CHU KANG STREET 51 SINGAPORE 680512,CHOA CHU KANG,1993,66,4 ROOM,8.0,True,Limbang Shopping Centre,358,Lot One,683,YewTee Point,1027,KRANJI SECONDARY SCHOOL,55,DE LA SALLE SCHOOL,618,KRANJI PRIMARY SCHOOL,829,Yew Tee Hawker Centre,1004,Senja Hawker Centre,2242,Bukit Panjang Hawker Centre,3739,Choa Chu Kang Polyclinic,1347,Bukit Panjang Polyclinic,2804,Bukit Batok Polyclinic,4244,NTUC FAIRPRICE CO-OPERATIVE LTD,359,NTUC FAIRPRICE CO-OPERATIVE LTD,662,ANG KEN CHUA,996,Choa Chu Kang,661,Yew Tee,1132,South View,1134,45249,121,45241,131,45251,220,2,0,2,0,5,16723.01833652472,110,560000.0,659267.0,4.66
1048,720 Tampines Street 72,120,799998.0,1.35938894436607,103.936070829294,520720,720 TAMPINES STREET 72 TAMPINES STARLIGHT SINGAPORE 520720,TAMPINES,1996,69,4 ROOM,8.0,True,Our Tampines Hub,807,Century Square,1162,Tampines Mall,1226,POI CHING SCHOOL,214,ANGSANA PRIMARY SCHOOL,567,JUNYUAN SECONDARY SCHOOL,687,Hawker Centre @ Our Tampines Hub,846,Tampines North Hawker Centre,851,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1826,Tampines Polyclinic,1118,Tampines North Polyclinic,1748,Pasir Ris Polyclinic,2774,NTUC FAIRPRICE CO-OPERATIVE LTD,482,NTUC FAIRPRICE CO-OPERATIVE LTD,676,NTUC FAIRPRICE CO-OPERATIVE LTD,769,Tampines,1215,Tampines West,1565,Tampines East,2094,75271,95,75279,133,75329,189,1,0,2,0,14,12950.45302867327,110,656500.0,730396.0,9.53
1049,5 Boon Keng Road,124,1180000.0,1.31629995826281,103.860397463054,330005,5 BOON KENG ROAD SINGAPORE 330005,KALLANG,1996,69,4 ROOM,8.0,True,City Square Mall,686,Mustafa Centre,892,The Golden Mile,1596,NORTHLIGHT SCHOOL,602,HONG WEN SCHOOL,681,BENDEMEER PRIMARY SCHOOL,828,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),436,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),962,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),1060,Kallang Polyclinic,1366,Toa Payoh Polyclinic,2029,Geylang Polyclinic,2997,NTUC FAIRPRICE CO-OPERATIVE LTD,499,SHENG SIONG SUPERMARKET PTE LTD,602,NTUC FAIRPRICE CO-OPERATIVE LTD,698,Boon Keng,362,Bendemeer,409,Farrer Park,911,7249,147,60099,163,7241,177,3,1,2,1,12,3910.8061170901665,110,,1017716.0,15.95
1050,864 Jurong West Street 81,126,620000.0,1.34948340124159,103.694556118022,640864,864 JURONG WEST STREET 81 SINGAPORE 640864,JURONG WEST,1995,68,4 ROOM,8.0,True,Gek Poh Shopping Centre,363,Pioneer Mall,914,Jurong Point,1750,WESTWOOD PRIMARY SCHOOL,686,WEST GROVE PRIMARY SCHOOL,722,WESTWOOD SECONDARY SCHOOL,931,Jurong West Hawker Centre,961,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),2083,Jurong West Street 52 Blk 505,2656,Pioneer Polyclinic,1312,Jurong Polyclinic,4020,Bukit Batok Polyclinic,5928,PRIME SUPERMARKET LIMITED,424,PRIME SUPERMARKET LIMITED,898,COLD STORAGE SINGAPORE (1983) PTE LTD,919,Pioneer,1358,Boon Lay,1761,Lakeside,2991,27391,220,27399,231,27401,240,0,0,2,0,6,18538.05701590407,110,540000.0,606228.0,2.27
1051,254 Kim Keat Avenue,146,999999.0,1.33173315408576,103.858329268353,310254,254 KIM KEAT AVENUE SINGAPORE 310254,TOA PAYOH,1988,61,4 ROOM,11.0,True,HDB Hub,1092,Square 2,1996,Novena Square,2064,ST. ANDREW'S JUNIOR COLLEGE,602,PEI CHUN PUBLIC SCHOOL,652,ST ANDREW'S SCHOOL (JUNIOR),755,Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),432,Toa Payoh Lorong 5 Blk 75,764,Toa Payoh Lorong 4 Blk 74 (Toa Payoh Vista Market),770,Toa Payoh Polyclinic,316,Kallang Polyclinic,1545,Geylang Polyclinic,3483,COLD STORAGE SINGAPORE (1983) PTE LTD,114,HAO MART PTE. LTD.,425,HAO MART PTE. LTD.,698,Potong Pasir,1193,Toa Payoh,1208,Boon Keng,1425,52331,291,52089,301,52319,302,0,0,2,1,7,5491.903418501593,110,938000.0,1052796.0,-5.01
1052,102 Simei Street 1,122,808888.0,1.34134724976252,103.951355074928,520102,102 SIMEI STREET 1 SINGAPORE 520102,TAMPINES,1988,61,4 ROOM,8.0,True,Eastpoint Mall,239,Tampines 1,1216,Bedok Point,1265,CHANGKAT PRIMARY SCHOOL,148,CHANGKAT CHANGI SECONDARY SCHOOL,293,CHONGZHENG PRIMARY SCHOOL,1030,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),871,Bedok North Street 4 Blk 85 (85 Fengshan Centre),1743,Hawker Centre @ Our Tampines Hub,1788,Tampines North Polyclinic,1136,Tampines Polyclinic,1875,Bedok Polyclinic,2721,NTUC FAIRPRICE CO-OPERATIVE LTD,239,SHAHUL HAMEED S/O ABDUSALAM,689,NTUC FAIRPRICE CO-OPERATIVE LTD,799,Simei,305,Upper Changi,1126,Expo,1362,96159,76,96259,90,96151,109,1,1,1,0,9,13196.660303972181,110,656500.0,772556.0,4.7
1053,539 Hougang Street 52,147,1000000.0,1.37748508098977,103.890382070653,530539,539 HOUGANG STREET 52 SINGAPORE 530539,HOUGANG,1990,63,4 ROOM,8.0,True,Hougang Mall,662,Sengkang Grand Mall,664,Hougang Mall,671,MONTFORT SECONDARY SCHOOL,424,MONTFORT JUNIOR SCHOOL,435,PUNGGOL PRIMARY SCHOOL,483,Buangkok Hawker Centre,664,Ci Yuan Hawker Centre,862,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),2102,Hougang Polyclinic,857,Sengkang Polyclinic,1746,Punggol Polyclinic,3755,COLD STORAGE SINGAPORE (1983) PTE LTD,344,COLD STORAGE SINGAPORE (1983) PTE LTD,643,NTUC FAIRPRICE CO-OPERATIVE LTD,648,Buangkok,672,Hougang,724,Renjong,1025,64439,112,64361,128,64431,143,2,0,6,0,15,11477.326819328364,110,615000.0,905533.0,10.43
1054,236A Serangoon Avenue 2,141,1150000.0,1.35387693926748,103.869510740238,551236,236A SERANGOON AVENUE 2 SINGAPORE 551236,SERANGOON,1997,70,4 ROOM,5.0,True,NEX,464,Nex,464,Heartland Mall,1851,NANYANG JUNIOR COLLEGE,521,YANGZHENG PRIMARY SCHOOL,557,ZHONGHUA SECONDARY SCHOOL,608,Serangoon Garden Market,1070,Chomp Chomp Food Centre,1198,Woodleigh Village Hawker Centre,1591,Toa Payoh Polyclinic,2452,Hougang Polyclinic,2806,Kallang Polyclinic,3316,TEO BOBBY,140,COLD STORAGE SINGAPORE (1983) PTE LTD,230,COLD STORAGE SINGAPORE (1983) PTE LTD,442,Lorong Chuan,647,Serangoon,647,Woodleigh,1640,66369,148,66049,176,66361,201,3,0,4,0,11,8192.561159768558,110,651000.0,1110266.0,3.58
1055,292 Bishan Street 22,121,1250000.0,1.35601736515828,103.845668085918,570292,292 BISHAN STREET 22 BISHAN HEIGHTS SINGAPORE 570292,BISHAN,1996,69,4 ROOM,8.0,True,Junction 8,705,AMK Hub,1519,Thomson Plaza,1646,CATHOLIC HIGH SCHOOL,187,WHITLEY SECONDARY SCHOOL,363,EUNOIA JUNIOR COLLEGE,837,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),944,Shunfu Road Blk 320 (Shunfu Mart),1064,Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square),1299,Ang Mo Kio Polyclinic,2036,Toa Payoh Polyclinic,2814,Kallang Polyclinic,4460,NTUC FAIRPRICE CO-OPERATIVE LTD,249,HAO MART PTE. LTD.,361,NTUC FAIRPRICE CO-OPERATIVE LTD,714,Bishan,650,Marymount,1069,Upper Thomson,1431,53391,220,53399,221,53389,222,2,0,0,0,5,8066.726163145065,110,825000.0,1024551.0,22.0
1056,249 Yishun Avenue 9,105,545000.0,1.43524068670504,103.841852407535,760249,249 YISHUN AVENUE 9 YISHUN SUNSHINE SINGAPORE 760249,YISHUN,1984,57,4 ROOM,8.0,True,GV Yishun,842,Northpoint City,914,Canberra Plaza,1574,NORTHLAND SECONDARY SCHOOL,204,CHONGFU SCHOOL,451,XISHAN PRIMARY SCHOOL,496,Yishun Park Hawker Centre,1185,Chong Pang Hawker Centre & Market,1508,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1539,Yishun Polyclinic,618,Khatib Polyclinic,1391,Sembawang Polyclinic,1986,SHENG SIONG SUPERMARKET PTE LTD,247,HAO MART PTE. LTD.,302,COLD STORAGE SINGAPORE (1983) PTE LTD,482,Yishun,997,Canberra,1607,Khatib,2217,59199,107,59189,114,59181,140,1,0,4,0,11,16885.31155811816,110,565000.0,565108.0,-3.56
